,Car Type,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes
730,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Sportage X-pro,A-S8,2.5L,4cyl,26,23,30,"$1,850",5,['SS']
731,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Telluride AWD,A-S8,3.8L,6cyl,20,18,24,"$2,400",4,['SS']
732,SMALL SPORT UTILITY VEHICLES 4WD,LAND ROVER,Discovery Sport,A-S9,2.0L,4cyl,20,19,23,"$3,050",4,"['P', 'T', 'SS']"
733,SMALL SPORT UTILITY VEHICLES 4WD,LAND ROVER,Range Rover Evoque,A-S9,2.0L,4cyl,22,20,27,"$2,800",5,"['P', 'T', 'SS']"
734,SMALL SPORT UTILITY VEHICLES 4WD,LAND ROVER,Range Rover Velar,A-S8,2.0L,4cyl,23,22,26,"$2,650",5,"['P', 'T', 'SS']"
735,SMALL SPORT UTILITY VEHICLES 4WD,LAND ROVER,Range Rover Velar P340 MHEV,A-S8,3.0L,6cyl,22,19,26,"$2,800",5,"['P', 'MHEV', 'SS']"
736,SMALL SPORT UTILITY VEHICLES 4WD,LAND ROVER,Range Rover Velar P400 MHEV,A-S8,3.0L,6cyl,21,19,25,"$2,900",4,"['P', 'MHEV', 'SS']"
737,SMALL SPORT UTILITY VEHICLES 4WD,LEXUS,NX 250 AWD,A-S8,2.5L,4cyl,28,25,32,"$1,700",6,['SS']
738,SMALL SPORT UTILITY VEHICLES 4WD,LEXUS,NX 350 AWD,A-S8,2.4L,4cyl,24,21,28,"$2,550",5,"['PR', 'T', 'SS']"
739,SMALL SPORT UTILITY VEHICLES 4WD,LEXUS,NX 350 AWD F Sport,A-S8,2.4L,4cyl,24,21,28,"$2,550",5,"['PR', 'T', 'SS']"
740,SMALL SPORT UTILITY VEHICLES 4WD,LEXUS,NX 350h AWD,AV-S6,2.5L,4cyl,39,41,37,"$1,550",7,"['P', 'HEV', 'SS']"
741,SMALL SPORT UTILITY VEHICLES 4WD,LEXUS,RX 350 AWD,A-S8,2.4L,4cyl,24,21,28,"$2,550",5,"['PR', 'T', 'SS']"
742,SMALL SPORT UTILITY VEHICLES 4WD,LEXUS,RX 350h AWD,AV-S6,2.5L,4cyl,36,37,34,"$1,700",7,"['P', 'HEV', 'SS']"
743,SMALL SPORT UTILITY VEHICLES 4WD,LEXUS,RX 500h AWD,AV-S6,2.4L,4cyl,27,27,28,"$2,250",5,"['PR', 'T', 'HEV', 'SS']"
744,SMALL SPORT UTILITY VEHICLES 4WD,LINCOLN,Corsair AWD,A-S8,2.0L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']"
745,SMALL SPORT UTILITY VEHICLES 4WD,LINCOLN,Nautilus AWD,A-8,2.0L,4cyl,24,21,29,"$2,000",5,"['T', 'SS']"
746,SMALL SPORT UTILITY VEHICLES 4WD,LINCOLN,Nautilus HEV AWD,AV,2.0L,4cyl,30,30,31,"$1,600",6,"['T', 'PT4', 'HEV', 'SS']"
747,SMALL SPORT UTILITY VEHICLES 4WD,MASERATI,Grecale GT,A-8,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'MHEV', 'SS']"
748,SMALL SPORT UTILITY VEHICLES 4WD,MASERATI,Grecale Modena,A-8,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'MHEV', 'SS']"
749,SMALL SPORT UTILITY VEHICLES 4WD,MASERATI,Grecale Trofeo,A-8,3.0L,6cyl,20,18,25,"$3,050",4,"['PR', 'T', 'CD', 'SS']"
750,SMALL SPORT UTILITY VEHICLES 4WD,MAZDA,CX-30 4WD,A-S6,2.5L,4cyl,29,26,33,"$1,650",6,['CD']
751,SMALL SPORT UTILITY VEHICLES 4WD,MAZDA,CX-30 4WD,A-S6,2.5L,4cyl,25,22,30,"$1,900",5,['T']
752,SMALL SPORT UTILITY VEHICLES 4WD,MAZDA,CX-5 4WD,A-S6,2.5L,4cyl,28,26,31,"$1,700",6,"['CD', 'SS']"
753,SMALL SPORT UTILITY VEHICLES 4WD,MAZDA,CX-5 4WD,A-S6,2.5L,4cyl,25,23,29,"$1,900",5,[]
754,SMALL SPORT UTILITY VEHICLES 4WD,MAZDA,CX-5 4WD,A-S6,2.5L,4cyl,24,22,27,"$2,000",5,['T']
755,SMALL SPORT UTILITY VEHICLES 4WD,MAZDA,CX-50 4WD,A-S6,2.5L,4cyl,27,24,30,"$1,750",5,['CD']
756,SMALL SPORT UTILITY VEHICLES 4WD,MAZDA,CX-50 4WD,A-S6,2.5L,4cyl,25,23,29,"$1,900",5,"['T', 'SS']"
757,SMALL SPORT UTILITY VEHICLES 4WD,MERCEDES-BENZ,AMG GLC43 4matic,A-9,2.0L,4cyl,21,19,25,"$2,900",4,"['PR', 'T', 'MHEV', 'SS']"
758,SMALL SPORT UTILITY VEHICLES 4WD,MERCEDES-BENZ,AMG GLC43 4matic Coupe,A-9,2.0L,4cyl,21,18,24,"$2,900",4,"['PR', 'T', 'MHEV', 'SS']"
759,SMALL SPORT UTILITY VEHICLES 4WD,MERCEDES-BENZ,GLA250 4matic,AM-8,2.0L,4cyl,27,24,32,"$2,250",5,"['PR', 'T', 'MHEV', 'SS']"
760,SMALL SPORT UTILITY VEHICLES 4WD,MERCEDES-BENZ,GLB250 4matic,AM-8,2.0L,4cyl,27,24,32,"$2,250",5,"['PR', 'T', 'MHEV', 'SS']"
761,SMALL SPORT UTILITY VEHICLES 4WD,MERCEDES-BENZ,GLC300 4matic,A-9,2.0L,4cyl,27,24,32,"$2,250",5,"['PR', 'T', 'MHEV', 'SS']"
762,SMALL SPORT UTILITY VEHICLES 4WD,MERCEDES-BENZ,GLC300 4matic Coupe,A-9,2.0L,4cyl,26,24,30,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']"
763,SMALL SPORT UTILITY VEHICLES 4WD,MERCEDES-BENZ,GLE350,A-9,2.0L,4cyl,24,21,28,"$2,550",5,"['PR', 'T', 'MHEV', 'SS']"
764,SMALL SPORT UTILITY VEHICLES 4WD,MERCEDES-BENZ,GLE350 4matic,A-9,2.0L,4cyl,23,20,27,"$2,650",5,"['PR', 'T', 'MHEV', 'SS']"
765,SMALL SPORT UTILITY VEHICLES 4WD,MITSUBISHI,Eclipse Cross 4WD,AV-S8,1.5L,4cyl,25,25,26,"$1,900",5,['T']
766,SMALL SPORT UTILITY VEHICLES 4WD,MITSUBISHI,Eclipse Cross ES 4WD,AV-S8,1.5L,4cyl,26,25,28,"$1,850",5,['T']
767,SMALL SPORT UTILITY VEHICLES 4WD,MITSUBISHI,Outlander 4WD,AV-S8,2.5L,4cyl,26,24,30,"$1,850",5,[]
768,SMALL SPORT UTILITY VEHICLES 4WD,MITSUBISHI,Outlander Sport 4WD,AV-S6,2.0L,4cyl,26,23,29,"$1,850",5,[]
769,SMALL SPORT UTILITY VEHICLES 4WD,MITSUBISHI,Outlander Sport 4WD,AV-S6,2.4L,4cyl,25,23,28,"$1,900",5,[]
770,SMALL SPORT UTILITY VEHICLES 4WD,NISSAN,Pathnder 4WD,A-S9,3.5L,6cyl,23,21,27,"$2,050",5,['SS']
771,SMALL SPORT UTILITY VEHICLES 4WD,NISSAN,Pathnder 4WD Rock Creek,A-S9,3.5L,6cyl,21,20,23,"$2,900",4,"['P', 'SS']"
772,SMALL SPORT UTILITY VEHICLES 4WD,NISSAN,Rogue AWD,AV-S8,1.5L,3cyl,31,28,35,"$1,550",6,"['T', 'SS']"
773,SMALL SPORT UTILITY VEHICLES 4WD,NISSAN,Rogue AWD SL/Platinum,AV-S8,1.5L,3cyl,31,28,34,"$1,550",6,"['T', 'SS']"
774,SMALL SPORT UTILITY VEHICLES 4WD,PORSCHE,Macan,AM-S7,2.0L,4cyl,21,19,25,"$2,900",4,"['PR', 'T', 'SS']"
775,SMALL SPORT UTILITY VEHICLES 4WD,PORSCHE,Macan GTS,AM-S7,2.9L,6cyl,19,17,22,"$3,200",4,"['PR', 'T', 'SS']"
776,SMALL SPORT UTILITY VEHICLES 4WD,PORSCHE,Macan S,AM-S7,2.9L,6cyl,19,17,23,"$3,200",4,"['PR', 'T', 'SS']"
777,SMALL SPORT UTILITY VEHICLES 4WD,PORSCHE,Macan T,AM-S7,2.0L,4cyl,21,19,25,"$2,900",4,"['PR', 'T', 'SS']"
778,SMALL SPORT UTILITY VEHICLES 4WD,SUBARU,Crosstrek AWD,AV-S8,2.0L,4cyl,29,27,34,"$1,650",6,['SS']
779,SMALL SPORT UTILITY VEHICLES 4WD,SUBARU,Crosstrek AWD,AV-S8,2.5L,4cyl,29,26,33,"$1,650",6,['SS']
780,SMALL SPORT UTILITY VEHICLES 4WD,SUBARU,Crosstrek Wilderness AWD,AV-S8,2.5L,4cyl,27,25,29,"$1,750",5,['SS']
781,SMALL SPORT UTILITY VEHICLES 4WD,SUBARU,Forester AWD,AV-S8,2.5L,4cyl,29,26,33,"$1,650",6,['SS']
782,SMALL SPORT UTILITY VEHICLES 4WD,SUBARU,Forester Wilderness AWD,AV-S8,2.5L,4cyl,26,25,28,"$1,850",5,['SS']
783,SMALL SPORT UTILITY VEHICLES 4WD,SUBARU,Outback AWD,AV-S8,2.4L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']"
784,SMALL SPORT UTILITY VEHICLES 4WD,SUBARU,Outback AWD,AV-S8,2.5L,4cyl,28,26,32,"$1,700",6,['SS']
785,SMALL SPORT UTILITY VEHICLES 4WD,SUBARU,Outback Wilderness AWD,AV-S8,2.4L,4cyl,23,21,26,"$2,050",5,"['T', 'SS']"
786,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,Corolla Cross AWD,AV-S10,2.0L,4cyl,30,29,31,"$1,600",6,['SS']
787,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,Corolla Cross Hybrid AWD,AV-S6,2.0L,4cyl,42,45,38,"$1,150",7,"['HEV', 'SS']"
788,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,Highlander AWD,A-S8,2.4L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']"
789,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,RAV4 AWD,A-S8,2.5L,4cyl,29,27,33,"$1,650",6,['SS']
790,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,RAV4 AWD,A-S8,2.5L,4cyl,28,25,33,"$1,700",6,[]
791,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,RAV4 AWD LE,A-S8,2.5L,4cyl,30,27,34,"$1,600",6,['SS']
792,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,RAV4 AWD TRD OFFROAD,A-S8,2.5L,4cyl,28,25,32,"$1,700",6,[]
793,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,RAV4 Hybrid AWD,AV-S6,2.5L,4cyl,39,41,38,"$1,200",7,"['HEV', 'SS']"
794,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,RAV4 Hybrid AWD Woodland Edition,AV-S6,2.5L,4cyl,37,38,35,"$1,300",7,"['HEV', 'SS']"
795,SMALL SPORT UTILITY VEHICLES 4WD,TOYOTA,Venza AWD,AV-S6,2.5L,4cyl,39,40,37,"$1,200",7,"['HEV', 'SS']"
796,SMALL SPORT UTILITY VEHICLES 4WD,VOLKSWAGEN,Atlas 4motion Peak Edition,A-S8,2.0L,4cyl,20,18,24,"$2,400",4,"['T', 'SS']"
797,SMALL SPORT UTILITY VEHICLES 4WD,VOLKSWAGEN,Atlas Cross Sport 4motion,A-S8,2.0L,4cyl,22,19,26,"$2,150",5,"['T', 'SS']"
798,SMALL SPORT UTILITY VEHICLES 4WD,VOLKSWAGEN,Atlas SE 4motion,A-S8,2.0L,4cyl,22,19,26,"$2,150",5,"['T', 'SS']"
799,SMALL SPORT UTILITY VEHICLES 4WD,VOLKSWAGEN,Atlas SEL 4motion,A-S8,2.0L,4cyl,21,19,25,"$2,250",4,"['T', 'SS']"
800,SMALL SPORT UTILITY VEHICLES 4WD,VOLKSWAGEN,Taos 4motion,AM-S7,1.5L,4cyl,27,24,32,"$1,750",5,"['T', 'SS']"
801,SMALL SPORT UTILITY VEHICLES 4WD,VOLKSWAGEN,Tiguan 4motion,A-S8,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']"
802,SMALL SPORT UTILITY VEHICLES 4WD,VOLKSWAGEN,Tiguan R-Line 4motion,A-S8,2.0L,4cyl,24,22,29,"$2,000",5,"['T', 'SS']"
803,SMALL SPORT UTILITY VEHICLES 4WD,VOLVO,XC40 B5 AWD,A-S8,2.0L,4cyl,26,24,30,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']"
804,SMALL SPORT UTILITY VEHICLES 4WD,VOLVO,XC60 B5 AWD,A-S8,2.0L,4cyl,25,22,28,"$2,450",5,"['PR', 'T', 'MHEV', 'SS']"
805,STANDARD SPORT UTILITY VEHICLES 2WD,BMW,X5 sDrive40i,A-S8,3.0L,6cyl,25,23,27,"$2,450",5,"['P', 'T', 'MHEV', 'SS']"
806,STANDARD SPORT UTILITY VEHICLES 2WD,BUICK,Enclave FWD,A-9,3.6L,6cyl,21,18,26,"$2,250",4,['SS']
807,STANDARD SPORT UTILITY VEHICLES 2WD,CADILLAC,Escalade 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']"
808,STANDARD SPORT UTILITY VEHICLES 2WD,CADILLAC,Escalade 2WD,A-10,6.2L,8cyl,16,14,19,"$3,800",3,"['PR', 'CD', 'SS']"
809,STANDARD SPORT UTILITY VEHICLES 2WD,CHEVROLET,Suburban 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']"
810,STANDARD SPORT UTILITY VEHICLES 2WD,CHEVROLET,Suburban 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']"
811,STANDARD SPORT UTILITY VEHICLES 2WD,CHEVROLET,Suburban 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",3,"['PR', 'CD', 'SS']"
812,STANDARD SPORT UTILITY VEHICLES 2WD,CHEVROLET,Tahoe 2WD,A-10,3.0L,6cyl,24,21,28,"$2,250",4,"['D', 'T', 'SS']"
813,STANDARD SPORT UTILITY VEHICLES 2WD,CHEVROLET,Tahoe 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']"
814,STANDARD SPORT UTILITY VEHICLES 2WD,CHEVROLET,Tahoe 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",3,"['PR', 'CD', 'SS']"
815,STANDARD SPORT UTILITY VEHICLES 2WD,CHEVROLET,Traverse FWD,A-8,2.5L,4cyl,23,20,27,"$2,050",5,"['T', 'SS']"
816,STANDARD SPORT UTILITY VEHICLES 2WD,CHEVROLET,Traverse Limited FWD,A-9,3.6L,6cyl,21,18,26,"$2,250",4,['SS']
817,STANDARD SPORT UTILITY VEHICLES 2WD,DODGE,Durango RWD,A-8,3.6L,6cyl,21,19,26,"$2,250",4,['SS']
818,STANDARD SPORT UTILITY VEHICLES 2WD,DODGE,Durango RWD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'CD']"
819,STANDARD SPORT UTILITY VEHICLES 2WD,FORD,Expedition 2WD,A-S10,3.5L,6cyl,19,17,23,"$2,500",4,"['T', 'SS']"
820,STANDARD SPORT UTILITY VEHICLES 2WD,FORD,Explorer RWD,A-10,2.3L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']"
821,STANDARD SPORT UTILITY VEHICLES 2WD,FORD,Explorer RWD,A-10,3.0L,6cyl,21,18,26,"$2,250",4,"['T', 'SS']"
822,STANDARD SPORT UTILITY VEHICLES 2WD,FORD,Explorer RWD,A-S10,3.0L,6cyl,20,18,25,"$2,400",4,"['T', 'SS']"
823,STANDARD SPORT UTILITY VEHICLES 2WD,GMC,Acadia FWD,A-8,2.5L,4cyl,23,20,27,"$2,050",5,"['T', 'SS']"
824,STANDARD SPORT UTILITY VEHICLES 2WD,GMC,Yukon 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']"
825,STANDARD SPORT UTILITY VEHICLES 2WD,GMC,Yukon 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']"
826,STANDARD SPORT UTILITY VEHICLES 2WD,GMC,Yukon 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",3,"['PR', 'CD', 'SS']"
827,STANDARD SPORT UTILITY VEHICLES 2WD,GMC,Yukon XL 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']"
828,STANDARD SPORT UTILITY VEHICLES 2WD,GMC,Yukon XL 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']"
829,STANDARD SPORT UTILITY VEHICLES 2WD,GMC,Yukon XL 2WD,A-10,6.2L,8cyl,16,14,19,"$3,800",3,"['PR', 'CD', 'SS']"
830,STANDARD SPORT UTILITY VEHICLES 2WD,INFINITI,QX60 FWD,A-S9,3.5L,6cyl,23,21,26,"$2,650",5,"['P', 'SS']"
831,STANDARD SPORT UTILITY VEHICLES 2WD,INFINITI,QX80 2WD,A-S7,5.6L,8cyl,16,14,20,"$3,800",3,['P']
832,STANDARD SPORT UTILITY VEHICLES 2WD,JEEP,Grand Cherokee 2WD,A-8,3.6L,6cyl,22,19,26,"$2,150",5,['SS']
833,STANDARD SPORT UTILITY VEHICLES 2WD,JEEP,Grand Cherokee L 2WD,A-8,3.6L,6cyl,21,19,26,"$2,250",4,['SS']
834,STANDARD SPORT UTILITY VEHICLES 2WD,JEEP,Wagoneer 2WD,A-8,3.0L,6cyl,20,17,24,"$2,400",4,"['T', 'SS']"
835,STANDARD SPORT UTILITY VEHICLES 2WD,JEEP,Wagoneer L 2WD,A-8,3.0L,6cyl,20,17,24,"$2,400",4,"['T', 'SS']"
836,STANDARD SPORT UTILITY VEHICLES 2WD,LEXUS,TX 350,A-S8,2.4L,4cyl,23,21,27,"$2,650",5,"['PR', 'T', 'SS']"
837,STANDARD SPORT UTILITY VEHICLES 2WD,LINCOLN,Aviator RWD,A-S10,3.0L,6cyl,21,18,26,"$2,250",4,"['T', 'SS']"
838,STANDARD SPORT UTILITY VEHICLES 2WD,NISSAN,Armada 2WD,A-S7,5.6L,8cyl,16,14,19,"$3,800",3,['P']
839,STANDARD SPORT UTILITY VEHICLES 2WD,TOYOTA,4Runner 2WD,A-S5,4.0L,6cyl,17,16,19,"$2,800",3,[]
840,STANDARD SPORT UTILITY VEHICLES 2WD,TOYOTA,Grand Highlander Hybrid,AV-S6,2.5L,4cyl,36,37,34,"$1,300",7,"['HEV', 'SS']"
841,STANDARD SPORT UTILITY VEHICLES 2WD,TOYOTA,Grand Highlander Hybrid Limited,AV-S6,2.5L,4cyl,34,36,32,"$1,400",7,"['HEV', 'SS']"
842,STANDARD SPORT UTILITY VEHICLES 2WD,TOYOTA,Grand Highlander LE/XLE,A-S8,2.4L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']"
843,STANDARD SPORT UTILITY VEHICLES 2WD,TOYOTA,Grand Highlander Limited,A-S8,2.4L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']"
844,STANDARD SPORT UTILITY VEHICLES 2WD,TOYOTA,Sequoia 2WD,A-S10,3.4L,6cyl,22,21,24,"$2,150",5,"['T', 'HEV', 'SS']"
845,STANDARD SPORT UTILITY VEHICLES 4WD,ACURA,MDX AWD Type-S,A-S10,3.0L,6cyl,19,17,21,"$3,200",4,"['P', 'T', 'CD', 'SS']"
846,STANDARD SPORT UTILITY VEHICLES 4WD,ASTON MARTIN,DBX 707,A-9,4.0L,8cyl,17,15,20,"$3,600",3,"['P', 'T', 'CD']"
847,STANDARD SPORT UTILITY VEHICLES 4WD,ASTON MARTIN,DBX V8,A-9,4.0L,8cyl,16,14,20,"$3,800",3,"['P', 'T', 'CD']"
848,STANDARD SPORT UTILITY VEHICLES 4WD,ASTON MARTIN,Q7 quattro,A-S8,2.0L,4cyl,21,19,25,"$2,900",4,"['P', 'T', 'SS']"
849,STANDARD SPORT UTILITY VEHICLES 4WD,ASTON MARTIN,Q7 quattro,A-S8,3.0L,6cyl,21,19,24,"$2,900",4,"['P', 'T', 'MHEV', 'SS']"
850,STANDARD SPORT UTILITY VEHICLES 4WD,ASTON MARTIN,Q8 quattro,A-S8,3.0L,6cyl,19,17,23,"$3,200",4,"['P', 'T', 'MHEV', 'SS']"
851,STANDARD SPORT UTILITY VEHICLES 4WD,ASTON MARTIN,RS Q8,A-S8,4.0L,8cyl,15,13,19,"$4,100",2,"['P', 'T', 'CD', 'MHEV', 'SS']"
852,STANDARD SPORT UTILITY VEHICLES 4WD,ASTON MARTIN,SQ7,A-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['P', 'T', 'CD', 'SS']"
853,STANDARD SPORT UTILITY VEHICLES 4WD,ASTON MARTIN,SQ8,A-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['P', 'T', 'CD', 'SS']"
854,STANDARD SPORT UTILITY VEHICLES 4WD,BENTLEY,Bentayga,A-S8,4.0L,8cyl,16,14,21,"$3,800",3,"['P', 'T', 'CD', 'SS']"
855,STANDARD SPORT UTILITY VEHICLES 4WD,BENTLEY,Bentayga EWB,A-S8,4.0L,8cyl,16,14,21,"$3,800",3,"['P', 'T', 'CD', 'SS']"
856,STANDARD SPORT UTILITY VEHICLES 4WD,BMW,Alpina XB7,A-S8,4.4L,8cyl,17,16,20,"$3,600",3,"['P', 'T', 'MHEV', 'SS']"
857,STANDARD SPORT UTILITY VEHICLES 4WD,BMW,X5 M Competition,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['PR', 'T', 'MHEV', 'SS']"
858,STANDARD SPORT UTILITY VEHICLES 4WD,BMW,X5 M60i xDrive,A-S8,4.4L,8cyl,19,17,22,"$3,200",4,"['P', 'T', 'MHEV', 'SS']"
859,STANDARD SPORT UTILITY VEHICLES 4WD,BMW,X5 xDrive40i,A-S8,3.0L,6cyl,25,23,27,"$2,450",5,"['P', 'T', 'MHEV', 'SS']"
860,STANDARD SPORT UTILITY VEHICLES 4WD,BMW,X6 M Competition,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['PR', 'T', 'MHEV', 'SS']"
861,STANDARD SPORT UTILITY VEHICLES 4WD,BMW,X6 M60i xDrive,A-S8,4.4L,8cyl,19,17,22,"$3,200",4,"['P', 'T', 'MHEV', 'SS']"
862,STANDARD SPORT UTILITY VEHICLES 4WD,BMW,X6 xDrive40i,A-S8,3.0L,6cyl,24,23,26,"$2,550",5,"['P', 'T', 'MHEV', 'SS']"
863,STANDARD SPORT UTILITY VEHICLES 4WD,BMW,X7 M60i xDrive,A-S8,4.4L,8cyl,18,16,21,"$3,400",4,"['P', 'T', 'MHEV', 'SS']"
864,STANDARD SPORT UTILITY VEHICLES 4WD,BMW,X7 xDrive40i,A-S8,3.0L,6cyl,22,21,25,"$2,800",5,"['P', 'T', 'MHEV', 'SS']"
865,XM,BUICK,Enclave AWD,A-9,3.6L,6cyl,20,17,25,"$2,400",4,['SS']
866,XM,CADILLAC,Escalade 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']"
867,XM,CADILLAC,Escalade 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']"
868,XM,CADILLAC,Escalade V AWD,A-S10,6.2L,8cyl,13,11,16,"$4,700",1,"['PR', 'S']"
869,XM,CHEVROLET,Suburban 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']"
870,XM,CHEVROLET,Suburban 4WD,A-10,5.3L,8cyl,16,15,18,"$2,950",3,"['CD', 'SS']"
871,XM,CHEVROLET,Suburban 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']"
872,XM,CHEVROLET,Tahoe 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']"
873,XM,CHEVROLET,Tahoe 4WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']"
874,XM,CHEVROLET,Tahoe 4WD,A-10,5.3L,8cyl,16,14,18,"$2,950",3,['CD']
875,XM,CHEVROLET,Tahoe 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']"
876,XM,CHEVROLET,Traverse AWD,A-8,2.5L,4cyl,21,19,24,"$2,250",4,"['T', 'SS']"
877,XM,CHEVROLET,Traverse Limited AWD,A-9,3.6L,6cyl,20,17,25,"$2,400",4,['SS']
878,XM,DODGE,Durango AWD,A-8,3.6L,6cyl,21,18,25,"$2,250",4,['SS']
879,XM,DODGE,Durango AWD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'CD']"
880,XM,DODGE,Durango SRT AWD,A-8,6.2L,8cyl,13,12,17,"$4,700",1,"['P', 'S']"
881,XM,DODGE,Durango SRT AWD,A-8,6.4L,8cyl,15,13,19,"$4,100",2,"['P', 'CD']"
882,XM,FERRARI,Purosangue,AM-8,6.5L,12cyl,12,11,15,"$5,100",1,"['PR', 'SS']"
883,XM,FORD,Bronco Raptor 4WD,A-S10,3.0L,6cyl,15,15,16,"$3,150",2,"['T', 'PT4', 'SS']"
884,XM,FORD,Expedition 4WD,A-S10,3.5L,6cyl,18,16,22,"$2,650",4,"['T', 'PT4', 'SS']"
885,XM,FORD,Expedition Timberline AWD,A-S10,3.5L,6cyl,17,16,19,"$2,800",3,"['T', 'PT4', 'SS']"
886,XM,FORD,Explorer AWD,A-10,2.3L,4cyl,23,20,27,"$2,050",5,"['T', 'PT4', 'SS']"
887,XM,FORD,Explorer AWD,A-10,3.0L,6cyl,20,18,24,"$2,400",4,"['T', 'PT4', 'SS']"
888,XM,FORD,Explorer AWD,A-S10,3.0L,6cyl,20,18,24,"$2,400",4,"['T', 'PT4', 'SS']"
889,XM,FORD,Explorer FFV AWD,A-10,3.3L,6cyl,20,17,24,"$2,400",4,"['Gas', 'PT4']"
890,XM,FORD,Explorer Timberline AWD,A-S10,2.3L,4cyl,21,19,22,"$2,250",4,"['T', 'PT4', 'SS']"
891,XM,GENESIS,GV80 AWD,A-S8,2.5L,4cyl,22,20,24,"$2,800",5,"['P', 'T', 'SS']"
892,XM,GENESIS,GV80 AWD,A-S8,3.5L,6cyl,20,18,23,"$3,050",4,"['P', 'T', 'SS']"
893,XM,GMC,Acadia AWD,A-8,2.5L,4cyl,21,19,24,"$2,250",4,"['T', 'SS']"
894,XM,GMC,Yukon 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']"
895,XM,GMC,Yukon 4WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['CD', 'SS']"
896,XM,GMC,Yukon 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']"
897,XM,GMC,Yukon XL 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']"
898,XM,GMC,Yukon XL 4WD,A-10,5.3L,8cyl,16,15,18,"$2,950",3,"['CD', 'SS']"
899,XM,GMC,Yukon XL 4WD,A-10,6.2L,8cyl,16,14,18,"$3,800",3,"['PR', 'CD', 'SS']"
900,XM,HONDA,Pilot AWD,A-S10,3.5L,6cyl,21,19,25,"$2,250",4,"['CD', 'SS']"
901,XM,HONDA,Pilot AWD Touring/Elite/Black,A-S10,3.5L,6cyl,21,19,25,"$2,250",4,"['CD', 'SS']"
902,XM,HONDA,Pilot AWD TrailSport,A-S10,3.5L,6cyl,20,18,23,"$2,400",4,"['CD', 'SS']"
